system,pdf_path,category,page,snippet
SWE-RL,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Swe-rl Advancing llm reasoning via reinforcement learning on open software  evolution..pdf,extra_validation,7,"RAG 1.4 Jimenez et al. (2023) Lingma-SWE-GPT-7B SWE-SynInfer 18.2 Ma et al. (2024) Lingma-SWE-GPT-72B SWE-SynInfer 28.8 Ma et al. (2024) SWE-Fixer-72B SWE-Fixer 30.2 Xie et al. (2025) Llama3-Midtrain-8B (beta)2 Agentless Mini 31.0 Appendix C SWE-Gym-32B OpenHands 32.0 Pan et al. (2024) Llama3-SWE-RL-70B Agentless Mini 41.0 This paper 1Open-source Mixture-of-Experts model with 671B total and 37B active parameters 2A beta version developed via extensive midtraining on raw PR data. See Appendix C. Table 1 Main results on SWE-bench Verified. We include representative methods with open-source scaffolds. The scores are either collected from the SWE-bench Leaderboard (Jimenez et al., 2024) or from the corresponding reference. Model Setting Correct format Repair performance (oracle) Llama-3.3-70B-Instruct Greedy decoding 12.2% 5.4 Llama-3.3-70B-Instruct Majority voting 44.6% 16.6 L"
SWE-RL,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Swe-rl Advancing llm reasoning via reinforcement learning on open software  evolution..pdf,extra_validation,10,"., 2021a; Li et al., 2022; Jain et al., 2024b), class-level (Du et al., 2023), and repository-level code completion (Ding et al., 2023; Liu et al., 2024b; Zhang et al., 2023). However, with the rapid development of LLMs, the performance on many popular single-shot code generation benchmarks like HumanEval (Chen et al., 2021), MBPP (Austin et al., 2021), and EvalPlus (Liu et al., 2023) has become saturated. Since the development of SWE-bench (Jimenez et al., 2023), which requires solving real-world GitHub issues, researchers start to work on improving LLMs’ real-world issue-solving capability and have designed various scaffolds for SWE-bench. Two general types are (1) agentic scaffolds (Yang et al., 2024b; Wang et al., 2024; Gauthier, 2024), where an LLM drives the decision-making process based on its past actions and observations through tool-based interaction with the enviro"
SWE-RL,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Swe-rl Advancing llm reasoning via reinforcement learning on open software  evolution..pdf,extra_validation,12,"ustin, Augustus Odena, Maxwell Nye, Maarten Bosma, Henryk Michalewski, David Dohan, Ellen Jiang, Carrie Cai, Michael Terry, Quoc Le, and Charles Sutton. Program synthesis with large language models, 2021. https://arxiv.org/abs/2108.07732. Bei Chen, Fengji Zhang, Anh Nguyen, Daoguang Zan, Zeqi Lin, Jian-Guang Lou, and Weizhu Chen. Codet: Code generation with generated tests. InThe Eleventh International Conference on Learning Representations, 2023. https://openreview.net/forum?id=ktrw68Cmu9c. Mark Chen, Jerry Tworek, Heewoo Jun, Qiming Yuan, Henrique Ponde de Oliveira Pinto, Jared Kaplan, Harri Edwards, Yuri Burda, Nicholas Joseph, Greg Brockman, Alex Ray, Raul Puri, Gretchen Krueger, Michael Petrov, Heidy Khlaaf, Girish Sastry, Pamela Mishkin, Brooke Chan, Scott Gray, Nick Ryder, Mikhail Pavlov, Alethea Power, Lukasz Kaiser, Mohammad Bavarian, Clemens Winter, Philippe Tillet, Felip"
SWE-RL,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Swe-rl Advancing llm reasoning via reinforcement learning on open software  evolution..pdf,extra_validation,13,"ajun Zhang, Bowen Yu, Keming Lu, Kai Dang, Yang Fan, Yichang Zhang, An Yang, Rui Men, Fei Huang, Bo Zheng, Yibo Miao, Shanghaoran Quan, Yunlong Feng, Xingzhang Ren, Xuancheng Ren, Jingren Zhou, and Junyang Lin. Qwen2.5-coder technical report, 2024. https://arxiv.org/abs/2409.12186. Kush Jain, Gabriel Synnaeve, and Baptiste Rozière. Testgeneval: A real world unit test generation and test completion benchmark, 2024a. https://arxiv.org/abs/2410.00752. Naman Jain, King Han, Alex Gu, Wen-Ding Li, Fanjia Yan, Tianjun Zhang, Sida Wang, Armando Solar-Lezama, Koushik Sen, and Ion Stoica. Livecodebench: Holistic and contamination free evaluation of large language models for code, 2024b. Nan Jiang, Kevin Liu, Thibaud Lutellier, and Lin Tan. Impact of code language models on automated program repair, 2023. Carlos E. Jimenez, John Yang, Alexander Wettig, Shunyu Yao, Kexin Pei, Ofir Press, and Karthik"
SWE-RL,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Swe-rl Advancing llm reasoning via reinforcement learning on open software  evolution..pdf,extra_validation,14,"ristian Canton Ferrer, Aaron Grattafiori, Wenhan Xiong, Alexandre Défossez, Jade Copet, Faisal Azhar, Hugo Touvron, Louis Martin, Nicolas Usunier, Thomas Scialom, and Gabriel Synnaeve. Code llama: Open foundation models for code, 2023. Max Schäfer, Sarah Nadi, Aryaz Eghbali, and Frank Tip. An empirical evaluation of using large language models for automated unit test generation.IEEE Transactions on Software Engineering, 2023. John Schulman. Approximating kl divergence.http://joschu.net/blog/kl-approx.html, 2020. Accessed: 2025-02-22. Zhihong Shao, Peiyi Wang, Qihao Zhu, Runxin Xu, Junxiao Song, Xiao Bi, Haowei Zhang, Mingchuan Zhang, Y. K. Li, Y. Wu, and Daya Guo. Deepseekmath: Pushing the limits of mathematical reasoning in open language models, 2024. https://arxiv.org/abs/2402.03300. 14 [[PAGE 15]] Xingyao Wang, Boxuan Li, Yufan Song, Frank F. Xu, Xiangru Tang, Mingchen Zhuge, Jiayi"
SWE-RL,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Swe-rl Advancing llm reasoning via reinforcement learning on open software  evolution..pdf,extra_validation,15,"domains?, 2024c.https://arxiv.org/abs/2410.03859. Edward Yeo, Yuxuan Tong, Morry Niu, Graham Neubig, and Xiang Yue. Demystifying long chain-of-thought reasoning in llms, 2025.https://arxiv.org/abs/2502.03373. Zhiqiang Yuan, Yiling Lou, Mingwei Liu, Shiji Ding, Kaixin Wang, Yixuan Chen, and Xin Peng. No more manual tests? evaluating and improving chatgpt for unit test generation.arXiv preprint arXiv:2305.04207, 2023. Huaye Zeng, Dongfu Jiang, Haozhe Wang, Ping Nie, Xiaotong Chen, and Wenhu Chen. Acecoder: Acing coder rl via automated test-case synthesis.ArXiv, 2502.01718, 2025. Fengji Zhang, Bei Chen, Yue Zhang, Jacky Keung, Jin Liu, Daoguang Zan, Yi Mao, Jian-Guang Lou, and Weizhu Chen. Repocoder: Repository-level code completion through iterative retrieval and generation, 2023. Yuntong Zhang, Haifeng Ruan, Zhiyu Fan, and Abhik Roychoudhury. Autocoderover: Autonomous program improve- men"
AdaPatcher,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Less is More Adaptive Program Repair with Bug Localization and Preference Learning.pdf,leakage,5,"s. user’s submission for the same programming problem, mak- ing a ⟨buggy code, f ailed test case, passed code ⟩ triplet sample. The whole dataset contains 52,168 triplet data sam- ples. We then split our dataset into train/validation/test sets by the ratio of 8:1:1, ensuring that any particular program- ming problem appears in only one of them to avoid data leakage problems. To prevent overfitting code data from the same programming problem and to ensure fairness in evalu- ation, we balance the dataset by capping the maximum num- ber of pairs per problem at 150/10/20 in the train/valida- tion/test sets. The overall statistics of the dataset are given in Table 1. Further details can be found in the Appendix. Evaluation Metrics. To thoroughly evaluate a model’s performance regarding our AdaPR task, we adopted the fol- lowing evaluation metrics: (1) Code Accuracy Rate (Acc): It"
AdaPatcher,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Less is More Adaptive Program Repair with Bug Localization and Preference Learning.pdf,extra_validation,7,"b-modules. RQ4. Human Study for Bug Localization. The bug lo- calization in stage one plays an important role for guid- ing the subsequent program repair process. Therefore, in this RQ, we conduct a human study to manually evalu- ate stage one’s performance. We compare the bug localiza- tion capability of GPT-4o and CodeLlama trained with our framework with human evaluation. Specifically, 900 sam- ples are provided to 2 experienced evaluators, each evalu- ator is asked to determine the bug locations independently, the first author is then involved in leading a discussion when they have disagreements. Following that, we compare the model-predicted bug locations with human-identified loca- tions in terms of the following aspects: (1)Accurate Local- ization (AL) refers to that model-predicted locations match human-identified locations precisely. (2) Partial Localiza- tion (PL) indica"
Vul-R2,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Vul-R2 A Reasoning LLM for Automated Vulnerability Repair.pdf,leakage,6,"fically, we uti- lize two widely-used and high-quality datasets: PrimeVul [35] and SVEN [36]. a) PrimeVul:PrimeVul is a large-scale real-world C/C++ dataset. It aggregates vulnerability-related commits from four established datasets, BigVul [48], CVEFixes [49], CrossVul [50], and DiverseVul [51], covering more than 140 CWE categories. It applies a stringent deduplication process and adopts a temporally-aware data splitting strategy, resulting in training, validation, and test sets containing 3,789, 480, and 435 samples, respectively. b) SVEN:SVEN dataset manually vets vulnerabilities from multiple repositories of C/C++ code. It consists of 384 C/C++ vulnerabilities, covering 9 CWEs. By manual inspection, the accuracy of SVEN reaches 94.0%. We use SVEN as the test set without further training. C. Baselines To provide a comprehensive evaluation, we experiment on two types of meth"
Vul-R2,Fine-Tuning Approaches/Reinforcement Learning Fine-Tuning/Vul-R2 A Reasoning LLM for Automated Vulnerability Repair.pdf,extra_validation,1,"[4]–[7]. For instance, Cybersecurity Ventures projects that the global cost of cyberattacks will reach $9.5 trillion in 2024, with ransomware, phishing, and data breaches constituting the primary drivers of this increase [8]. Despite the critical importance of timely vulnerability remediation, the repair process remains highly labor-intensive [9]. Security experts must conduct root cause analyses, validate proposed fixes, and ensure compatibility across the codebase, often requiring hundreds of developer hours to address a single critical flaw. Recent years have witnessed the emergence of numerous automated vulnerability repair (A VR) methods, which aim to automate the vulnerability remediation process and reduce the manual effort required from developers. The earliest proposed A VR techniques are rule-based meth- ods [10]–[13]. It predominantly employs static [14], [15] o"
